iops,lat,block_size,n_jobs,iodepth,read_fraction,load_type,io_type,raid,n_disks,device_type,offset,id
24010,799174.33,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23857,800958.7,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24075,803006.4,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24002,804495.07,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24014,819755.23,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23942,801111.27,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24077,801126.33,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24156,801502.93,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24062,800307.63,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23962,798015.63,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23915,796008.67,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24512,798200.13,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23801,804539.13,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23919,807249.6,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23689,800713.3,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24095,799691.13,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23920,800859.23,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23947,798635.93,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23855,799817.03,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23869,799045.6,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23880,797618.83,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23797,802386.7,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24265,798185.3,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24029,799385.83,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23847,794606.37,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23715,800160.63,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23842,799911.13,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24206,804639.53,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24329,804582.03,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23987,806658.37,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23785,807367.67,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23976,799139.1,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23605,796188.53,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24111,799599.4,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23896,799370.57,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23923,794784.47,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23878,800720.17,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23666,802776.0,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23986,794735.77,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23931,794981.47,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24161,795927.6,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24052,794037.5,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24047,797993.67,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24303,804053.37,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24105,794407.33,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23953,791351.27,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24020,790646.47,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24011,791908.03,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24119,792623.63,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24096,790580.7,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24073,787931.97,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24025,789971.93,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24035,791383.03,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24022,802331.13,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23945,811939.9,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24184,795966.63,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
23868,799315.77,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
24410,799072.73,128,30,16,86,random,write,4+1,24,nvme,0,hse-09132022-234059-z99737
165359,287603.75,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165205,287163.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163203,289882.75,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165284,287646.38,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165021,287230.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165168,288161.0,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163232,290897.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165263,288301.88,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165442,288038.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
162727,292276.75,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164266,289698.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163863,289199.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
166270,285211.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165131,285469.75,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164326,289517.0,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164579,289983.88,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
161652,294345.88,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163375,292380.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
160679,294943.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163954,291731.38,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
162801,291791.25,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
161446,294765.0,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164865,289716.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163486,291735.75,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
160731,296579.38,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
160284,296442.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
162907,293274.38,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
162177,294197.88,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163945,291060.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163937,290835.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
162495,293627.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164810,291333.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163955,291018.38,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164158,290124.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164874,288562.25,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165757,286257.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165418,287129.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164847,288034.75,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164793,289529.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163231,291810.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163604,290385.0,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163798,289166.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164356,289601.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163845,290493.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163840,289277.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164785,288770.38,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164971,288284.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
166109,286326.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
165109,288103.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164238,289051.0,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
160530,294840.75,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
161013,296682.0,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163367,291034.38,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163090,290928.0,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163619,290426.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
164645,290353.12,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163636,290073.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
163811,289955.62,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
162463,292181.5,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
162327,292405.38,16,8,13,59,random,read,4+1,24,nvme,0,hse-09132022-195934-z63000
115411,487951.0,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114608,491843.62,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114019,495518.75,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
115093,488873.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
115361,488667.5,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114774,489595.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113538,496099.88,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114781,489275.88,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114767,489188.38,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113164,497396.75,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114470,491085.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114471,492850.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
115368,488761.12,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
115625,490368.38,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114621,489664.12,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114429,489350.62,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
112074,500622.62,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
112769,496073.62,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
112000,502736.0,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113979,490133.12,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113769,493550.0,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
112843,497581.0,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114284,489608.75,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114026,491039.12,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
111722,501500.88,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
111622,503382.38,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
112894,495264.5,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
112785,496282.0,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114281,489846.75,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114325,490150.5,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113012,495568.5,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113814,489098.88,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113993,491065.5,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114310,490511.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114781,489156.88,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
115416,488477.38,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114942,490162.12,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114979,489793.5,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114564,489571.5,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113387,495352.38,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113570,495560.0,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114075,494280.5,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114237,492500.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113720,494190.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114199,494294.0,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114187,492650.75,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114752,490056.12,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
115054,488991.75,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
115081,488871.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114196,493498.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
111898,504621.12,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
111551,501926.38,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113536,495518.0,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
113977,493883.25,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114422,491565.75,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114382,489102.12,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114348,492175.5,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
114318,492186.0,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
112859,499006.38,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
112770,499818.88,16,8,13,59,random,write,4+1,24,nvme,0,hse-09132022-195934-z63000
170675,540103.41,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170979,539522.82,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170275,537010.32,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170589,539168.91,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171739,535313.59,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170447,539452.5,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171311,537844.73,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171043,538061.27,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171162,537234.0,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170685,540192.55,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171213,537134.91,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
172067,537638.45,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171232,540295.86,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170234,538786.59,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170975,536480.32,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171384,536277.0,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
167440,543953.68,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
169635,541899.41,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
169119,541996.0,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171722,537564.0,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171309,538404.86,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171275,538294.68,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171087,536792.36,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
167892,543672.36,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
169274,541320.64,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
167586,546204.5,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171309,537300.14,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171476,536775.0,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170776,538742.77,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171770,535850.05,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170927,537070.45,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171026,535424.73,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170416,536730.36,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171450,537400.09,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170982,538388.41,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170733,538164.64,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170937,539263.59,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170519,540867.5,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
169904,538204.95,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170801,541383.91,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170911,542497.45,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170417,543594.82,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170874,539571.5,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170643,539488.32,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170303,543373.59,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170875,539923.77,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171424,539581.68,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171769,538670.64,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170711,540061.27,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170230,539510.14,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
167456,545722.5,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
166981,547744.0,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170702,540440.55,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171688,540228.95,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170204,541910.09,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170822,540025.14,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170718,541588.95,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
166921,548807.73,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
170283,541142.68,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
171499,537384.0,32,22,13,46,random,read,4+1,24,nvme,0,hse-09132022-181513-z10480
200052,967890.95,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200346,965409.27,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200975,966252.86,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200704,965085.14,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201713,960250.23,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200450,966061.32,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200505,965388.68,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200836,964468.45,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201046,963411.59,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200720,963873.0,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201066,963242.5,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201191,960151.91,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200410,963206.27,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200838,966198.0,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200984,965178.55,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200775,965215.77,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
196656,989605.05,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
197746,979894.77,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
198430,977803.55,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200977,962054.55,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200372,965147.59,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200620,964594.45,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201199,963402.5,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
199073,976418.73,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
199056,974493.14,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
195872,988987.86,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201458,963035.55,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201214,962234.36,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200692,965053.55,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200278,966738.09,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201124,963810.09,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201488,962929.64,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200949,966635.5,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200756,964009.55,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200664,964993.05,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200384,966940.36,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201005,962251.64,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200037,966390.91,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201186,965572.77,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200315,963980.0,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
199876,964765.77,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
199177,968786.18,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200285,965387.64,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201041,962176.77,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
199249,968819.14,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
201169,960835.91,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200951,960676.41,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200723,961593.86,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200733,963571.45,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200362,966825.36,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
197359,983848.18,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
196420,988175.09,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200366,964780.5,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200259,963070.64,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
199687,968494.09,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
199875,967145.0,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200097,965068.55,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
196083,989291.23,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
199752,968285.09,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
200757,963815.27,32,22,13,46,random,write,4+1,24,nvme,0,hse-09132022-181513-z10480
43997,270598.14,64,14,4,30,random,read,4+1,24,nvme,0,hse-09132022-160459-z76290
44191,271992.79,64,14,4,30,random,read,4+1,24,nvme,0,hse-09132022-160459-z76290
44199,268538.07,64,14,4,30,random,read,4+1,24,nvme,0,hse-09132022-160459-z76290
44188,268364.86,64,14,4,30,random,read,4+1,24,nvme,0,hse-09132022-160459-z76290
44554,269559.71,64,14,4,30,random,read,4+1,24,nvme,0,hse-09132022-160459-z76290
