iops,lat,block_size,n_jobs,iodepth,read_fraction,load_type,io_type,raid,n_disks,device_type,offset,id
712511,386627.74,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
709311,388112.33,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
712464,386384.72,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
711226,387053.72,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
710919,387191.78,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
707918,388778.52,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
706162,389796.43,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
712662,386202.52,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
709109,388182.22,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
708524,388477.78,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
711975,386623.24,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
711388,386974.41,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
708937,388301.24,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
711917,386648.04,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
712748,386234.09,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
711562,386855.57,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
705944,389883.11,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
709486,387946.39,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
710639,387360.39,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
709118,388123.09,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
706793,389382.3,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
705002,390349.07,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
708260,388588.65,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
707495,388980.04,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
708225,388523.54,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
712495,386285.72,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
710789,387222.07,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
712068,386490.04,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
710270,387500.48,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
714395,385206.3,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
710889,387235.83,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
712718,386271.96,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
711405,386991.83,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
713102,386036.39,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
709679,387996.15,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
708093,388839.78,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
706846,389467.35,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
710305,387595.15,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
712993,386056.09,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
707018,389408.8,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
709387,388039.85,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
710247,387716.85,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
715324,384926.37,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
711713,386821.09,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
711774,386816.13,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
714893,385286.61,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
718333,383504.2,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
713772,385743.63,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
711158,387164.96,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
714828,385173.61,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
713355,386049.07,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
709900,387902.02,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
707939,388922.52,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
715539,384800.57,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
714019,385705.28,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
715169,384920.72,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
705835,390127.37,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
712912,386187.85,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
712114,386530.33,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
98927,377499.7,8,46,6,100,random,read,4+1,24,nvme,0,hse-09142022-013313-z3769
334712,380686.94,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334628,379908.83,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
333889,381088.89,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
333563,381778.0,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
331922,384568.56,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
333678,380726.5,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
331870,383169.11,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334807,378714.83,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
333914,380444.11,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
333728,380894.28,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
337507,377083.06,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334837,379988.72,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334684,379947.5,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
332619,382270.39,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
331190,382436.78,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
332430,380809.5,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
330398,382523.78,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
336215,378101.61,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
336185,376822.17,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
335213,378127.61,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
335326,378324.06,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
335329,379236.17,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
329608,383567.94,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
326072,388277.06,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
333111,382371.22,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334464,380381.44,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
336168,378833.22,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
335449,377958.83,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334985,378669.94,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334393,379340.39,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
337513,376808.72,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
337539,375836.78,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
340084,373419.61,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
339223,375591.0,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
338369,374737.44,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
337386,375662.11,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
333349,379419.94,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334095,380141.61,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
337509,377877.0,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
337284,377936.5,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334371,380530.78,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334490,379040.67,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
336305,378105.44,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334603,379970.39,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
337921,376684.44,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
336085,377336.94,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
335506,379119.72,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
337919,375573.11,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
330693,382770.17,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
331998,381790.94,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
333627,381330.61,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
335581,378972.5,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334340,381867.56,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
333367,381462.67,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
335570,379609.89,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
331115,385220.83,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
329481,384840.94,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
326760,389271.5,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
334519,381196.11,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
298723,381195.89,16,18,11,75,random,read,4+1,24,nvme,0,hse-09132022-220621-z47654
112071,626907.78,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112116,628319.0,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111846,628514.5,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111223,630791.5,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110483,633214.89,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111816,630511.78,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110360,638869.28,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111709,634621.22,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111684,633214.33,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111385,633552.61,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112121,628406.06,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111124,634239.94,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111717,629993.39,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110820,637471.44,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
109927,646159.61,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110666,642249.06,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110575,644657.67,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111452,633537.44,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112029,634029.0,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112133,632857.44,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112316,630560.89,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111962,630038.5,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
109999,648169.33,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
108447,655865.39,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110465,636969.44,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111715,630792.22,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111575,630381.78,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112207,632258.89,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112204,631521.72,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111740,633825.89,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112086,629253.44,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112594,629410.83,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112624,628064.94,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112212,626369.5,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112988,627637.28,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
113027,627849.78,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111950,635952.33,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111698,632792.44,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112230,624695.0,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112286,625104.67,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111193,633187.72,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111966,632744.11,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112271,628486.39,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111283,633726.22,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112493,626202.78,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111810,634040.94,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112097,629544.33,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112949,626870.0,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110752,641995.06,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110786,640099.17,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111058,634846.39,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112148,625882.83,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111603,628504.11,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
112017,628491.94,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111682,628525.22,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110045,636011.06,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
110386,641114.61,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
108646,647573.39,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
111400,628641.89,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
98932,627009.83,16,18,11,75,random,write,4+1,24,nvme,0,hse-09132022-220621-z47654
54257,380994.56,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54788,375941.72,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55585,370727.44,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54909,374436.47,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54959,373400.56,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55653,371452.97,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55234,370568.25,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55048,375856.44,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54918,376307.81,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55195,374690.81,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54748,374247.44,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55534,374836.78,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54873,380234.03,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54535,376163.92,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54871,376371.78,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54713,380783.44,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54921,377642.64,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55414,376394.67,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54953,378137.81,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
53810,380876.56,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54692,379469.06,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55128,375796.69,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54823,379610.5,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54885,377844.5,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54700,377570.83,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55087,378952.33,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54985,377497.61,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
53706,382947.94,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
53594,386547.75,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54616,378271.17,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54010,383813.25,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55000,374914.56,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54926,373745.31,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54781,376418.64,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55678,374128.83,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55693,373276.17,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55207,371562.42,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54885,376838.28,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55567,374289.0,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55528,372155.25,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55575,370346.44,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55252,372705.19,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55236,372317.94,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54927,375663.72,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55797,371178.28,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55182,373254.39,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55555,372352.78,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55000,371540.28,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55016,369929.69,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54663,379030.14,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54894,374515.5,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55674,371993.31,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55144,373136.56,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54801,375381.64,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55531,370212.03,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55405,370262.36,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55120,372714.17,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
55505,371605.39,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
54335,376186.97,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
47682,371382.64,32,36,4,22,random,read,4+1,24,nvme,0,hse-09132022-145656-z44664
193053,638486.22,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194942,631575.42,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196790,625715.81,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194965,632008.58,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195533,630250.31,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196547,626098.81,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196195,628262.42,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195356,629458.94,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195168,630093.0,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195998,627400.42,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196257,627756.25,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195791,627517.75,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
193872,633384.78,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195453,630093.06,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195164,630040.81,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
193711,634212.28,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194835,630829.81,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195016,629567.47,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194049,632980.11,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
192674,639392.72,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
193134,636351.28,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195403,628720.94,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
193020,636651.56,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194591,631471.08,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195028,630644.5,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194254,631931.31,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194781,630909.81,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
189488,649556.86,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
189777,647752.78,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194000,634087.44,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
192515,638598.17,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195671,629101.03,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195881,629056.03,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195005,631277.25,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196228,626359.33,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196145,626793.28,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196872,625759.58,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194184,633955.86,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195147,630203.69,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196797,625455.58,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196662,626514.83,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196165,627806.03,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196647,626558.19,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194675,632436.86,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196533,626077.33,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195134,631167.97,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196574,625964.61,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196668,627299.97,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196413,628404.17,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
193289,636616.97,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194738,632344.44,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195692,628757.33,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194614,633087.81,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194322,634049.47,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196570,626685.06,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
197208,625004.64,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
195573,630288.97,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
196772,625955.31,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
194499,634360.5,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
169145,623516.44,32,36,4,22,random,write,4+1,24,nvme,0,hse-09132022-145656-z44664
5234,236980.58,64,26,1,6,random,read,4+1,24,nvme,0,hse-09132022-114106-z26207
5059,232693.54,64,26,1,6,random,read,4+1,24,nvme,0,hse-09132022-114106-z26207
4689,242749.69,64,26,1,6,random,read,4+1,24,nvme,0,hse-09132022-114106-z26207
